"","Time","MD5.hash","task","Ordre","seq","Condition","Item","in","completion","id"
"3537",1582717527,"f0896020a5c8fab92d10367101fb3dcd","completion",2,0,"intro","NULL","age","21",27
"3538",1582717527,"f0896020a5c8fab92d10367101fb3dcd","completion",2,0,"intro","NULL","nationality","française",27
"3539",1582717527,"f0896020a5c8fab92d10367101fb3dcd","completion",2,0,"intro","NULL","activity","etudiant en économie",27
"3540",1582717527,"f0896020a5c8fab92d10367101fb3dcd","completion",2,0,"intro","NULL","birth","addis-abeba ( ethiopie ) ",27
"3541",1582717527,"f0896020a5c8fab92d10367101fb3dcd","completion",2,0,"intro","NULL","L1","français",27
"3542",1582717527,"f0896020a5c8fab92d10367101fb3dcd","completion",2,0,"intro","NULL","L1","1998",27
"3543",1582717527,"f0896020a5c8fab92d10367101fb3dcd","completion",2,0,"intro","NULL","consent","yes",27
"3544",1582717527,"f0896020a5c8fab92d10367101fb3dcd","completion",2,0,"intro","NULL","gender","male",27
"3545",1582717527,"f0896020a5c8fab92d10367101fb3dcd","completion",2,0,"intro","NULL","academics","L2",27
"3546",1582717527,"f0896020a5c8fab92d10367101fb3dcd","completion",2,0,"intro","NULL","_REACTION_TIME_","2452548",27
"3673",1583769686,"faac890135b4c4f4854b7e2efd458039","completion",2,0,"intro","NULL","age","32",28
"3674",1583769686,"faac890135b4c4f4854b7e2efd458039","completion",2,0,"intro","NULL","nationality","française",28
"3675",1583769686,"faac890135b4c4f4854b7e2efd458039","completion",2,0,"intro","NULL","activity","études en génie électrique",28
"3676",1583769686,"faac890135b4c4f4854b7e2efd458039","completion",2,0,"intro","NULL","birth","Ile-de-France",28
"3677",1583769686,"faac890135b4c4f4854b7e2efd458039","completion",2,0,"intro","NULL","L1","française",28
"3678",1583769686,"faac890135b4c4f4854b7e2efd458039","completion",2,0,"intro","NULL","L1","s2kVXLzE",28
"3679",1583769686,"faac890135b4c4f4854b7e2efd458039","completion",2,0,"intro","NULL","consent","yes",28
"3680",1583769686,"faac890135b4c4f4854b7e2efd458039","completion",2,0,"intro","NULL","gender","male",28
"3681",1583769686,"faac890135b4c4f4854b7e2efd458039","completion",2,0,"intro","NULL","academics","L2",28
"3682",1583769686,"faac890135b4c4f4854b7e2efd458039","completion",2,0,"intro","NULL","_REACTION_TIME_","6642327",28
"3809",1583772028,"534b2d9f55b21149c74600b4359710c1","completion",2,0,"intro","NULL","age","63",29
"3810",1583772028,"534b2d9f55b21149c74600b4359710c1","completion",2,0,"intro","NULL","nationality","francaise",29
"3811",1583772028,"534b2d9f55b21149c74600b4359710c1","completion",2,0,"intro","NULL","activity","cadre moyen la poste courrier",29
"3812",1583772028,"534b2d9f55b21149c74600b4359710c1","completion",2,0,"intro","NULL","birth","la nièvre",29
"3813",1583772028,"534b2d9f55b21149c74600b4359710c1","completion",2,0,"intro","NULL","L1","la francaise",29
"3814",1583772028,"534b2d9f55b21149c74600b4359710c1","completion",2,0,"intro","NULL","L1","12",29
"3815",1583772028,"534b2d9f55b21149c74600b4359710c1","completion",2,0,"intro","NULL","consent","yes",29
"3816",1583772028,"534b2d9f55b21149c74600b4359710c1","completion",2,0,"intro","NULL","gender","male",29
"3817",1583772028,"534b2d9f55b21149c74600b4359710c1","completion",2,0,"intro","NULL","academics","bac",29
"3818",1583772028,"534b2d9f55b21149c74600b4359710c1","completion",2,0,"intro","NULL","_REACTION_TIME_","199397",29
"3945",1583837084,"f1b62f8b8795d7fe79a6ec118990b461","completion",2,0,"intro","NULL","age","30",30
"3946",1583837084,"f1b62f8b8795d7fe79a6ec118990b461","completion",2,0,"intro","NULL","nationality","française",30
"3947",1583837084,"f1b62f8b8795d7fe79a6ec118990b461","completion",2,0,"intro","NULL","activity","LLCE",30
"3948",1583837084,"f1b62f8b8795d7fe79a6ec118990b461","completion",2,0,"intro","NULL","birth","Ile de France",30
"3949",1583837084,"f1b62f8b8795d7fe79a6ec118990b461","completion",2,0,"intro","NULL","L1","français",30
"3950",1583837084,"f1b62f8b8795d7fe79a6ec118990b461","completion",2,0,"intro","NULL","L1","123",30
"3951",1583837084,"f1b62f8b8795d7fe79a6ec118990b461","completion",2,0,"intro","NULL","consent","yes",30
"3952",1583837084,"f1b62f8b8795d7fe79a6ec118990b461","completion",2,0,"intro","NULL","gender","male",30
"3953",1583837084,"f1b62f8b8795d7fe79a6ec118990b461","completion",2,0,"intro","NULL","academics","L3",30
"3954",1583837084,"f1b62f8b8795d7fe79a6ec118990b461","completion",2,0,"intro","NULL","_REACTION_TIME_","5581844",30
"4081",1583838147,"faac890135b4c4f4854b7e2efd458039","completion",2,0,"intro","NULL","age","18",31
"4082",1583838147,"faac890135b4c4f4854b7e2efd458039","completion",2,0,"intro","NULL","nationality","Français",31
"4083",1583838147,"faac890135b4c4f4854b7e2efd458039","completion",2,0,"intro","NULL","activity","Licence LEA",31
"4084",1583838147,"faac890135b4c4f4854b7e2efd458039","completion",2,0,"intro","NULL","birth","Centre",31
"4085",1583838147,"faac890135b4c4f4854b7e2efd458039","completion",2,0,"intro","NULL","L1","Français",31
"4086",1583838147,"faac890135b4c4f4854b7e2efd458039","completion",2,0,"intro","NULL","L1","azertyuiop",31
"4087",1583838147,"faac890135b4c4f4854b7e2efd458039","completion",2,0,"intro","NULL","consent","yes",31
"4088",1583838147,"faac890135b4c4f4854b7e2efd458039","completion",2,0,"intro","NULL","gender","male",31
"4089",1583838147,"faac890135b4c4f4854b7e2efd458039","completion",2,0,"intro","NULL","academics","bac",31
"4090",1583838147,"faac890135b4c4f4854b7e2efd458039","completion",2,0,"intro","NULL","_REACTION_TIME_","252719",31
"4217",1583846350,"faac890135b4c4f4854b7e2efd458039","completion",2,0,"intro","NULL","age","25",32
"4218",1583846350,"faac890135b4c4f4854b7e2efd458039","completion",2,0,"intro","NULL","nationality","française",32
"4219",1583846350,"faac890135b4c4f4854b7e2efd458039","completion",2,0,"intro","NULL","activity","histoire",32
"4220",1583846350,"faac890135b4c4f4854b7e2efd458039","completion",2,0,"intro","NULL","birth","île de france",32
"4221",1583846350,"faac890135b4c4f4854b7e2efd458039","completion",2,0,"intro","NULL","L1","française",32
"4222",1583846350,"faac890135b4c4f4854b7e2efd458039","completion",2,0,"intro","NULL","L1","44",32
"4223",1583846350,"faac890135b4c4f4854b7e2efd458039","completion",2,0,"intro","NULL","consent","yes",32
"4224",1583846350,"faac890135b4c4f4854b7e2efd458039","completion",2,0,"intro","NULL","gender","male",32
"4225",1583846350,"faac890135b4c4f4854b7e2efd458039","completion",2,0,"intro","NULL","academics","M2",32
"4226",1583846350,"faac890135b4c4f4854b7e2efd458039","completion",2,0,"intro","NULL","_REACTION_TIME_","7167487",32
"4353",1583864794,"eb26c37f41f35b49fab48f40bd9335ed","completion",2,0,"intro","NULL","age","37",33
"4354",1583864794,"eb26c37f41f35b49fab48f40bd9335ed","completion",2,0,"intro","NULL","nationality","Française",33
"4355",1583864794,"eb26c37f41f35b49fab48f40bd9335ed","completion",2,0,"intro","NULL","activity","Adjoint Technique",33
"4356",1583864794,"eb26c37f41f35b49fab48f40bd9335ed","completion",2,0,"intro","NULL","birth","Ile-de-france",33
"4357",1583864794,"eb26c37f41f35b49fab48f40bd9335ed","completion",2,0,"intro","NULL","L1","Française",33
"4358",1583864794,"eb26c37f41f35b49fab48f40bd9335ed","completion",2,0,"intro","NULL","L1","willow",33
"4359",1583864794,"eb26c37f41f35b49fab48f40bd9335ed","completion",2,0,"intro","NULL","consent","yes",33
"4360",1583864794,"eb26c37f41f35b49fab48f40bd9335ed","completion",2,0,"intro","NULL","gender","female",33
"4361",1583864794,"eb26c37f41f35b49fab48f40bd9335ed","completion",2,0,"intro","NULL","academics","bac",33
"4362",1583864794,"eb26c37f41f35b49fab48f40bd9335ed","completion",2,0,"intro","NULL","_REACTION_TIME_","5095134",33
"4489",1583935138,"f0896020a5c8fab92d10367101fb3dcd","completion",2,0,"intro","NULL","age","35",34
"4490",1583935138,"f0896020a5c8fab92d10367101fb3dcd","completion",2,0,"intro","NULL","nationality","française ",34
"4491",1583935138,"f0896020a5c8fab92d10367101fb3dcd","completion",2,0,"intro","NULL","activity","vente",34
"4492",1583935138,"f0896020a5c8fab92d10367101fb3dcd","completion",2,0,"intro","NULL","birth","champagne ardennes",34
"4493",1583935138,"f0896020a5c8fab92d10367101fb3dcd","completion",2,0,"intro","NULL","L1","français",34
"4494",1583935138,"f0896020a5c8fab92d10367101fb3dcd","completion",2,0,"intro","NULL","L1","MpMRJViZ",34
"4495",1583935138,"f0896020a5c8fab92d10367101fb3dcd","completion",2,0,"intro","NULL","consent","yes",34
"4496",1583935138,"f0896020a5c8fab92d10367101fb3dcd","completion",2,0,"intro","NULL","gender","female",34
"4497",1583935138,"f0896020a5c8fab92d10367101fb3dcd","completion",2,0,"intro","NULL","academics","bac",34
"4498",1583935138,"f0896020a5c8fab92d10367101fb3dcd","completion",2,0,"intro","NULL","_REACTION_TIME_","10508221",34
"4625",1583939432,"f0896020a5c8fab92d10367101fb3dcd","completion",2,0,"intro","NULL","age","33",35
"4626",1583939432,"f0896020a5c8fab92d10367101fb3dcd","completion",2,0,"intro","NULL","nationality","camerounaise",35
"4627",1583939432,"f0896020a5c8fab92d10367101fb3dcd","completion",2,0,"intro","NULL","activity","droit",35
"4628",1583939432,"f0896020a5c8fab92d10367101fb3dcd","completion",2,0,"intro","NULL","birth","yaoundé cameroun",35
"4629",1583939432,"f0896020a5c8fab92d10367101fb3dcd","completion",2,0,"intro","NULL","L1","français",35
"4630",1583939432,"f0896020a5c8fab92d10367101fb3dcd","completion",2,0,"intro","NULL","L1","1245",35
"4631",1583939432,"f0896020a5c8fab92d10367101fb3dcd","completion",2,0,"intro","NULL","consent","yes",35
"4632",1583939432,"f0896020a5c8fab92d10367101fb3dcd","completion",2,0,"intro","NULL","gender","female",35
"4633",1583939432,"f0896020a5c8fab92d10367101fb3dcd","completion",2,0,"intro","NULL","academics","M2",35
"4634",1583939432,"f0896020a5c8fab92d10367101fb3dcd","completion",2,0,"intro","NULL","_REACTION_TIME_","1924592",35
